Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	VelOn	Söz-1
1	9			-1	-1	1	4	1053	100	0	
2	9	Re5	D5	327	327	1	8	526	99	96	Mâ
3	9	Mi5	E5	336	336	1	8	526	99	96	
4	9	Re5	D5	327	327	1	4	1053	95	96	
5	9	Do5#3	C5#4	321	322	1	4	1053	95	96	hi
6	9	Si4b4	B4b4	310	310	3	16	789	99	96	yi 
7	9	La4	A4	305	305	1	16	263	99	96	
8	9	Si4b4	B4b4	310	310	1	8	526	99	96	
9	9	Do5#3	C5#4	321	322	1	8	526	95	96	
10	9	Re5	D5	327	327	1	8	526	99	96	dil 
11	8	Mi5	E5	336	336	1	128	33	99	96	
12	9	Re5	D5	327	327	1	16	263	99	96	
13	9	Do5#3	C5#4	321	322	1	16	263	99	96	
14	9	Re5	D5	327	327	2	4	2106	95	96	
15	9	Re5	D5	327	327	1	8	526	99	96	Bahr_
16	9	Mi5	E5	336	336	1	8	526	99	96	
17	9	Re5	D5	327	327	1	4	1053	95	96	
18	9	Si4	B4	314	314	1	4	1053	95	96	i 
19	9	Re5	D5	327	327	1	16	263	99	96	Nâ
20	9	Do5	C5	318	318	1	16	263	99	96	
21	9	Re5	D5	327	327	1	16	263	99	96	
22	9	Mi5	E5	336	336	1	16	263	99	96	
23	9	Re5	D5	327	327	1	8	526	99	96	
24	9	Do5	C5	318	318	1	8	526	95	96	
25	9	Si4b1	B4b1	313	313	1	8	526	99	96	zik
26	9	La4#3	A4#4	308	309	1	8	526	99	96	
27	9	Si4b1	B4b1	313	313	2	4	2106	95	96	
28	9	Re5	D5	327	327	1	2	2105	95	96	te 
29	9	Re5	D5	327	327	1	4	1053	95	96	þi
30	9	Do5#3	C5#4	321	322	1	8	526	99	96	nâ
31	9	Re5	D5	327	327	1	8	526	99	96	
32	9	Mi5	E5	336	336	1	8	526	99	96	
33	9	Fa5#3	F5#4	343	344	1	8	526	95	96	
34	9	Sol5	G5	349	349	1	8	526	99	96	ver
35	9	Fa5#2	F5#1	342	341	1	8	526	99	96	
36	9	Mi5	E5	336	336	1	8	526	99	96	
37	9	Fa5	F5	340	340	1	8	526	99	96	
38	9	Mi5	E5	336	336	1	8	526	99	96	
39	9	Re5	D5	327	327	1	8	526	95	96	
40	9	Re5	D5	327	327	3	16	789	99	96	lik 
41	9	Do5#3	C5#4	321	322	1	16	263	99	96	
42	9	Si4	B4	314	314	1	4	1053	95	96	
43	9	Do5#3	C5#4	321	322	1	4	1053	95	96	e
44	9	Re5	D5	327	327	1	4	1053	99	96	der  
45	9	Do5#3	C5#4	321	322	1	8	526	99	96	
46	9	Mi5	E5	336	336	1	8	526	99	96	
47	9	Re5	D5	327	327	6	8	3158	95	96	
48	9	Re5	D5	327	327	1	2	2105	95	96	Bir 
49	9	Re5	D5	327	327	1	4	1053	95	96	a
50	9	Do5#3	C5#4	321	322	1	8	526	99	96	kýn
51	9	Re5	D5	327	327	1	8	526	99	96	
52	9	Mi5	E5	336	336	1	8	526	99	96	
53	9	Fa5#3	F5#4	343	344	1	8	526	95	96	
54	9	Sol5	G5	349	349	1	8	526	99	96	tý
55	9	Fa5#2	F5#1	342	341	1	8	526	99	96	
56	9	Mi5	E5	336	336	1	8	526	99	96	
57	9	Fa5	F5	340	340	1	8	526	99	96	
58	9	Mi5	E5	336	336	1	8	526	99	96	
59	9	Re5	D5	327	327	1	8	526	95	96	
60	9	Re5	D5	327	327	1	8	526	99	96	ya 
61	9	Mi5	E5	336	336	1	8	526	99	96	
62	9	Re5	D5	327	327	1	4	1053	95	96	
63	9	Si4	B4	314	314	1	4	1053	95	96	tu
64	9	Re5	D5	327	327	1	16	263	99	96	tul
65	9	Do5	C5	318	318	1	16	263	99	96	
66	9	Re5	D5	327	327	1	16	263	99	96	
67	9	Mi5	E5	336	336	1	16	263	99	96	
68	9	Re5	D5	327	327	1	8	526	99	96	
69	9	Do5	C5	318	318	1	8	526	95	96	
70	9	Si4b1	B4b1	313	313	1	8	526	99	96	du 
71	9	La4#3	A4#4	308	309	1	8	526	99	96	
72	9	Si4b1	B4b1	313	313	2	4	2106	95	96	
73	9	Si4	B4	314	314	1	4	1053	99	96	seyr_
74	9	Re5	D5	327	327	1	4	1053	95	96	
75	9	Re5	D5	327	327	1	4	1053	95	96	e
76	9	Do5#3	C5#4	321	322	1	8	526	99	96	dip 
77	9	Re5	D5	327	327	1	8	526	99	96	
78	9	Mi5	E5	336	336	1	8	526	99	96	
79	9	Fa5	F5	340	340	1	8	526	95	96	
80	9	Mi5	E5	336	336	1	8	526	99	96	dâ
81	9	Re5	D5	327	327	1	8	526	99	96	
82	9	Do5#3	C5#4	321	322	1	8	526	99	96	
83	9	Si4b4	B4b4	310	310	1	8	526	99	96	
84	9	La4	A4	305	305	1	4	1053	95	96	
85	9	La4	A4	305	305	1	8	526	99	96	im 
86	9	Mi5	E5	336	336	1	8	526	99	96	
87	9	Re5	D5	327	327	1	4	1053	95	96	
88	9	Re5	D5	327	327	1	8	526	99	96	gi
89	9	Do5#3	C5#4	321	322	1	8	526	95	96	
90	9	Do5#4	C5#4	322	322	1	8	526	99	96	der  
91	9	Si4b4	B4b4	310	310	1	8	526	99	96	
92	9	Si4b4	B4b4	310	310	1	8	526	99	96	
93	12	La4	A4	305	305	1	8	526	99	96	
94	9	La4	A4	305	305	4	8	2105	95	96	
