Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	VelOn	Söz-1
1	9	La4	A4	305	305	1	16	167	95	96	
2	9	Do5	C5	318	318	1	16	167	95	96	ARANAÐME
3	9	Re5	D5	327	327	1	16	167	95	96	.
4	9	Mi5	E5	336	336	1	16	167	95	96	.
5	9	Mi5	E5	336	336	1	8	333	50	96	.
6	9	Mi5	E5	336	336	1	8	333	50	96	.
7	9	Mi5	E5	336	336	1	8	333	50	96	.
8	9	Mi5	E5	336	336	1	8	333	50	96	.
9	9	Mi5	E5	336	336	1	8	333	50	96	.
10	9	Mi5	E5	336	336	1	8	333	50	96	.
11	9	Mi5	E5	336	336	1	16	167	95	96	.
12	9	Fa5	F5	340	340	1	16	167	95	96	.
13	9	Mi5	E5	336	336	1	16	167	95	96	.
14	9	Re5	D5	327	327	1	16	167	95	96	.
15	24	Mi5	E5	336	336	1	4	667	95	96	.
16	9	La4	A4	305	305	1	16	167	95	96	.
17	9	Do5	C5	318	318	1	16	167	95	96	.
18	9	Re5	D5	327	327	1	16	167	95	96	.
19	9	Mi5	E5	336	336	1	16	167	95	96	.
20	9	Mi5	E5	336	336	1	8	333	95	96	.
21	9	Mi5	E5	336	336	1	8	333	95	96	.
22	9	Mi5	E5	336	336	1	16	167	95	96	.
23	9	Fa5	F5	340	340	1	16	167	95	96	.
24	9	Mi5	E5	336	336	1	16	167	95	96	.
25	9	Re5	D5	327	327	1	16	167	95	96	.
26	24	Mi5	E5	336	336	1	4	667	95	96	.
27	9	Re5	D5	327	327	3	32	250	95	96	.
28	9	Do5	C5	318	318	1	32	83	95	96	.
29	9	Re5	D5	327	327	1	8	333	95	96	.
30	24	Mi5	E5	336	336	1	4	667	95	96	.
31	9	Re5	D5	327	327	3	32	250	95	96	.
32	9	Do5	C5	318	318	1	32	83	95	96	.
33	9	Re5	D5	327	327	1	8	333	95	96	.
34	24	Mi5	E5	336	336	1	4	667	95	96	.
35	9	Re5	D5	327	327	3	32	250	95	96	.
36	9	Do5	C5	318	318	1	32	83	95	96	.
37	9	Re5	D5	327	327	1	8	333	95	96	.
38	24	Mi5	E5	336	336	1	4	667	95	96	.
39	24	Re5	D5	327	327	1	4	667	95	96	.
40	24	Re5	D5	327	327	1	4	667	95	96	.
41	9	Re5	D5	327	327	1	8	333	95	96	.
42	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
43	9	Re5	D5	327	327	1	16	167	95	96	.
44	9	Do5	C5	318	318	1	8	333	95	96	.
45	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
46	9	La4	A4	305	305	1	16	167	95	96	.
47	9	Sol4	G4	296	296	1	16	167	95	96	.
48	9	La4	A4	305	305	1	16	167	95	96	.
49	9	Sol4	G4	296	296	1	16	167	95	96	.
50	9	Re5	D5	327	327	1	16	167	95	96	.
51	24	Re5	D5	327	327	1	4	667	95	96	.
52	9	Re5	D5	327	327	1	8	333	95	96	.
53	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
54	9	Re5	D5	327	327	1	16	167	95	96	.
55	9	Do5	C5	318	318	1	8	333	95	96	.
56	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
57	9	La4	A4	305	305	1	16	167	95	96	.
58	9	Sol4	G4	296	296	1	16	167	95	96	.
59	9	La4	A4	305	305	1	16	167	95	96	.
60	9	Sol4	G4	296	296	1	16	167	95	96	.
61	9	Re5	D5	327	327	1	16	167	95	96	.
62	24	Re5	D5	327	327	1	4	667	95	96	.
63	9	Re5	D5	327	327	1	8	333	95	96	.
64	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
65	9	Re5	D5	327	327	1	16	167	95	96	.
66	9	Do5	C5	318	318	1	8	333	95	96	.
67	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
68	9	La4	A4	305	305	1	16	167	95	96	.
69	9	La4	A4	305	305	1	8	333	95	96	.
70	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
71	9	Re5	D5	327	327	1	16	167	95	96	.
72	9	Do5	C5	318	318	1	8	333	95	96	.
73	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
74	9	Sol4	G4	296	296	1	16	167	95	96	.
75	9	La4	A4	305	305	1	8	333	95	96	.
76	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
77	9	Re5	D5	327	327	1	16	167	95	96	.
78	9	Do5	C5	318	318	1	8	333	95	96	.
79	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
80	9	Sol4	G4	296	296	1	16	167	95	96	.
81	9	La4	A4	305	305	1	8	333	95	96	.
82	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
83	9	Re5	D5	327	327	1	16	167	95	96	.
84	9	Do5	C5	318	318	1	8	333	95	96	.
85	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
86	9	Sol4	G4	296	296	1	16	167	95	96	.
87	9	La4	A4	305	305	1	8	333	95	96	.
88	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
89	9	Re5	D5	327	327	1	16	167	95	96	.
90	9	Do5	C5	318	318	1	8	333	95	96	.
91	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
92	9	Sol4	G4	296	296	1	16	167	95	96	.
93	10	Re5	D5	327	327	7	64	292	95	96	.
94	8	La4	A4	305	305	1	64	42	95	96	.
95	10	Do5	C5	318	318	7	64	292	95	96	.
96	8	La4	A4	305	305	1	64	42	95	96	.
97	10	Mi5	E5	336	336	7	64	292	95	96	.
98	8	La4	A4	305	305	1	64	42	95	96	.
99	10	Re5	D5	327	327	7	64	292	95	96	.
100	8	La4	A4	305	305	1	64	42	95	96	.
101	10	Re5	D5	327	327	7	64	292	95	96	.
102	8	La4	A4	305	305	1	64	42	95	96	.
103	10	Do5	C5	318	318	7	64	292	95	96	.
104	8	La4	A4	305	305	1	64	42	95	96	.
105	9	Do5	C5	318	318	1	8	333	95	96	.
106	9	Si4b2	B4b1	312	313	1	16	167	95	96	.
107	9	La4	A4	305	305	1	16	167	95	96	.
108	10	Re5	D5	327	327	7	64	292	95	96	.
109	8	La4	A4	305	305	1	64	42	95	96	.
110	10	Do5	C5	318	318	7	64	292	95	96	.
111	8	La4	A4	305	305	1	64	42	95	96	.
112	10	Mi5	E5	336	336	7	64	292	95	96	.
113	8	La4	A4	305	305	1	64	42	95	96	.
114	10	Re5	D5	327	327	7	64	292	95	96	.
115	8	La4	A4	305	305	1	64	42	95	96	.
116	10	Re5	D5	327	327	7	64	292	95	96	.
117	8	La4	A4	305	305	1	64	42	95	96	.
118	10	Do5	C5	318	318	7	64	292	95	96	.
119	8	La4	A4	305	305	1	64	42	95	96	.
