Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	VelOn	Söz-1
1	9	La4	A4	305	305	3	16	577	95	96	Bir 
2	9	La4	A4	305	305	1	16	192	95	96	ba
3	9	Re5	D5	327	327	1	4	769	95	96	har 
4	9	Re5	D5	327	327	1	4	769	95	96	ak
5	9	Re5	D5	327	327	1	8	385	95	96	þa
6	9	Do5#4	C5#4	322	322	1	8	385	99	96	mý 
7	9	Si4	B4	314	314	2	8	770	95	96	
8	9	Mi5	E5	336	336	1	4	769	95	96	rast
9	9	Mi5	E5	336	336	1	8	385	95	96	la
10	9	Fa5	F5	340	340	3	16	577	99	96	dým 
11	9	Mi5	E5	336	336	1	16	192	99	96	
12	9	Re5	D5	327	327	1	4	769	95	96	
13	9	Mi5	E5	336	336	1	8	385	95	96	si
14	9	Re5	D5	327	327	1	2	1538	95	96	ze  
15	9	Do5#4	C5#4	322	322	1	8	385	95	96	SAZ
16	9	Si4b4	B4b4	310	310	1	8	385	95	96	.
17	9	La4	A4	305	305	3	8	1154	95	96	.
18	9	La4	A4	305	305	3	16	577	95	96	Bir 
19	9	La4	A4	305	305	1	16	192	95	96	ba
20	9	Re5	D5	327	327	1	4	769	95	96	har 
21	9	Re5	D5	327	327	1	4	769	95	96	ak
22	9	Re5	D5	327	327	1	8	385	95	96	þa
23	9	Do5#4	C5#4	322	322	1	8	385	99	96	mý 
24	9	Si4	B4	314	314	2	8	770	95	96	
25	9	Mi5	E5	336	336	1	4	769	95	96	rast
26	9	Mi5	E5	336	336	1	8	385	95	96	la
27	9	Fa5	F5	340	340	3	16	577	99	96	dým 
28	9	Mi5	E5	336	336	1	16	192	99	96	
29	9	Re5	D5	327	327	1	4	769	95	96	
30	9	Mi5	E5	336	336	1	8	385	95	96	si
31	9	Re5	D5	327	327	1	2	1538	95	96	ze  
32	9	La4	A4	305	305	1	4	769	95	96	SAZ
33	9	Re5	D5	327	327	3	8	1154	95	96	.
34	9	Re5	D5	327	327	1	8	385	95	96	Se
35	9	Mi5	E5	336	336	1	4	769	95	96	vinç
36	9	Mi5	E5	336	336	1	8	385	95	96	li 
37	9	Sol5	G5	349	349	1	8	385	99	96	bir 
38	9	Fa5	F5	340	340	1	8	385	99	96	
39	9	Mi5	E5	336	336	1	4	769	95	96	
40	9	Re5	D5	327	327	1	8	385	95	96	te
41	9	Mi5	E5	336	336	3	8	1154	95	96	lâþ_
42	9	Re5	D5	327	327	1	8	385	95	96	i
43	9	Re5	D5	327	327	1	8	385	99	96	çin
44	9	Do5#4	C5#4	322	322	1	8	385	95	96	
45	9	Do5#4	C5#4	322	322	1	8	385	99	96	dey
46	9	Si4#4	B4#4	318	318	1	8	385	95	96	
47	9	Re5	D5	327	327	1	16	192	99	96	di
48	11	Do5#4	C5#4	322	322	1	16	192	95	96	
49	9	Do5#4	C5#4	322	322	3	8	1154	95	96	niz  
50	9	Re5	D5	327	327	1	16	192	95	96	SAZ
51	9	Mi5	E5	336	336	1	16	192	95	96	.
52	12	Fa5	F5	340	340	1	8	385	95	96	.
53	9	Mi5	E5	336	336	1	16	192	95	96	.
54	9	Re5	D5	327	327	1	16	192	95	96	.
55	9	Do5#4	C5#4	322	322	3	8	1154	95	96	.
56	9	Mi5	E5	336	336	1	8	385	95	96	De
57	9	Mi5	E5	336	336	1	4	769	99	96	rin
58	9	Fa5#4	F5#4	344	344	1	8	385	95	96	
59	9	Sol5	G5	349	349	1	8	385	99	96	den 
60	9	Fa5#4	F5#4	344	344	1	8	385	99	96	
61	9	Mi5	E5	336	336	1	8	385	99	96	
62	9	Fa5#4	F5#4	344	344	1	8	385	95	96	
63	9	Sol5	G5	349	349	1	8	385	95	96	ba
64	9	La5	A5	358	358	3	8	1154	95	96	kýn
65	9	Sol5	G5	349	349	1	8	385	95	96	ca 
66	9	Sol5	G5	349	349	1	8	385	99	96	göz
67	9	Fa5	F5	340	340	1	8	385	95	96	
68	9	Fa5	F5	340	340	1	8	385	95	96	le
69	9	Fa5	F5	340	340	1	16	192	99	96	ri
70	9	Mi5	E5	336	336	1	16	192	95	96	
71	9	Mi5	E5	336	336	1	16	192	99	96	ni
72	9	Re5	D5	327	327	1	16	192	95	96	
73	9	Re5	D5	327	327	3	8	1154	95	96	ze  
74	9	Mi5	E5	336	336	1	16	192	95	96	SAZ
75	9	Fa5#4	F5#4	344	344	1	16	192	95	96	.
76	12	Sol5	G5	349	349	1	8	385	95	96	.
77	9	Fa5#4	F5#4	344	344	1	16	192	95	96	.
78	9	Mi5	E5	336	336	1	16	192	95	96	.
79	9	Re5	D5	327	327	3	8	1154	95	96	.
