Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	VelOn	Söz-1
1	9	La4	A4	305	305	1	16	192	95	96	ARANAÐME
2	9	La4	A4	305	305	1	8	385	95	96	.
3	9	Si4b2	B4b1	312	313	1	16	192	95	96	.
4	9	Do5	C5	318	318	1	8	385	95	96	.
5	9	Re5	D5	327	327	1	8	385	95	96	.
6	9	Mi5	E5	336	336	1	8	385	95	96	.
7	9	Fa5	F5	340	340	1	16	192	95	96	.
8	9	Sol5	G5	349	349	1	16	192	95	96	.
9	9	Fa5	F5	340	340	1	16	192	95	96	.
10	9	Mi5	E5	336	336	1	16	192	95	96	.
11	9	Re5	D5	327	327	1	8	385	95	96	.
12	7	Mi5	E5	336	336	3	16	577	95	96	.
13	9	Re5	D5	327	327	1	16	192	95	96	.
14	9	Do5	C5	318	318	1	8	385	95	96	.
15	9	Mi5	E5	336	336	1	8	385	95	96	.
16	9	Re5	D5	327	327	1	4	769	95	96	.
17	1	Sol4	G4	296	296	1	16	192	95	96	.
18	1	La4	A4	305	305	1	16	192	95	96	.
19	1	Si4b2	B4b1	312	313	1	16	192	95	96	.
20	1	Do5	C5	318	318	1	16	192	95	96	.
21	1	Re5	D5	327	327	1	4	769	95	96	.
22	9	Mi5	E5	336	336	1	8	385	95	96	.
23	9	Fa5	F5	340	340	1	8	385	95	96	.
24	9	Mi5	E5	336	336	1	8	385	95	96	.
25	9	Fa5	F5	340	340	1	8	385	95	96	.
26	9	La5	A5	358	358	1	8	385	95	96	.
27	9	Sol5	G5	349	349	1	8	385	95	96	.
28	9	Fa5	F5	340	340	1	8	385	95	96	.
29	9	Mi5	E5	336	336	1	8	385	95	96	.
30	12	Re5	D5	327	327	3	16	577	95	96	.
31	9	Do5	C5	318	318	1	16	192	95	96	.
32	9	Si4b2	B4b1	312	313	1	8	385	95	96	.
33	9	Re5	D5	327	327	1	8	385	95	96	.
34	9	Do5	C5	318	318	1	8	385	95	96	.
35	9	Re5	D5	327	327	1	8	385	95	96	.
36	9	Do5	C5	318	318	1	4	769	95	96	.
37	9	Si4b2	B4b1	312	313	1	4	769	95	96	.
38	9	Sol4	G4	296	296	1	8	385	95	96	.
39	9	La4	A4	305	305	1	4	769	95	96	.
40	9	La5	A5	358	358	1	8	385	95	96	.
41	9	La5	A5	358	358	3	16	577	95	96	.
42	9	Sol5	G5	349	349	1	16	192	95	96	.
43	9	Sol5	G5	349	349	3	16	577	95	96	.
44	9	Fa5#2	F5#1	342	341	1	16	192	95	96	.
45	9	Fa5	F5	340	340	3	16	577	95	96	.
46	9	Mi5	E5	336	336	1	16	192	95	96	.
47	9	Mi5	E5	336	336	3	16	577	95	96	.
48	9	Re5	D5	327	327	1	16	192	95	96	.
49	9	Re5	D5	327	327	3	16	577	95	96	.
50	9	Do5	C5	318	318	1	16	192	95	96	.
51	9	Si4b2	B4b1	312	313	1	8	385	95	96	.
52	9	La4	A4	305	305	1	8	385	95	96	.
53	9	Sol4	G4	296	296	1	4	769	95	96	.
54	9	La4	A4	305	305	1	16	192	95	96	.
55	9	La4	A4	305	305	1	8	385	95	96	.
56	9	Si4b2	B4b1	312	313	1	16	192	95	96	.
57	9	Do5	C5	318	318	1	8	385	95	96	.
58	9	Re5	D5	327	327	1	8	385	95	96	.
59	9	Mi5	E5	336	336	1	8	385	95	96	.
60	9	Fa5	F5	340	340	1	16	192	95	96	.
61	9	Sol5	G5	349	349	1	16	192	95	96	.
62	9	Fa5	F5	340	340	1	16	192	95	96	.
63	9	Mi5	E5	336	336	1	16	192	95	96	.
64	9	Re5	D5	327	327	1	8	385	95	96	.
65	7	Do5	C5	318	318	3	16	577	95	96	.
66	9	Si4b2	B4b1	312	313	1	16	192	95	96	.
67	9	Si4b2	B4b1	312	313	1	8	385	95	96	.
68	9	Si4b2	B4b1	312	313	1	16	192	95	96	.
69	9	La4	A4	305	305	1	16	192	95	96	.
70	9	La4	A4	305	305	3	8	1154	95	96	.
71	9	Mi5	E5	336	336	1	16	192	95	96	.
72	9	Fa5	F5	340	340	1	16	192	95	96	.
73	9	Mi5	E5	336	336	1	16	192	95	96	.
74	9	Re5	D5	327	327	1	16	192	95	96	.
75	9	Do5	C5	318	318	1	16	192	95	96	.
76	9	Mi5	E5	336	336	1	16	192	95	96	.
77	9	Re5	D5	327	327	3	32	288	95	96	.
78	9	Do5	C5	318	318	1	32	96	95	96	.
79	9	Re5	D5	327	327	1	16	192	95	96	.
80	9	Mi5	E5	336	336	1	16	192	95	96	.
81	9	Re5	D5	327	327	1	16	192	95	96	.
82	9	Do5	C5	318	318	1	16	192	95	96	.
83	9	Si4b2	B4b1	312	313	1	16	192	95	96	.
84	9	Do5	C5	318	318	1	16	192	95	96	.
85	9	La4	A4	305	305	1	8	385	95	96	.
86	7	Do5	C5	318	318	1	8	385	99	96	Gül 
87	9	Si4b2	B4b1	312	313	1	8	385	95	96	
88	9	Do5	C5	318	318	1	8	385	95	96	ha
89	9	Re5	D5	327	327	4	8	1539	95	96	zin 
90	9	Re5	D5	327	327	1	8	385	99	96	sün
91	9	Mi5	E5	336	336	1	8	385	99	96	
92	9	Fa5#3	F5#4	343	344	1	8	385	99	96	
93	8	La5	A5	358	358	1	64	48	99	96	
94	9	Sol5	G5	349	349	1	8	385	99	96	
95	9	Fa5	F5	340	340	1	8	385	99	96	
96	9	Mi5	E5	336	336	1	8	385	99	96	
97	9	La5	A5	358	358	1	8	385	99	96	
98	9	Sol5	G5	349	349	1	8	385	99	96	
99	9	Fa5	F5	340	340	1	8	385	99	96	
100	9	Mi5	E5	336	336	1	8	385	99	96	
101	9	Re5	D5	327	327	1	8	385	95	96	
102	9	Mi5	E5	336	336	1	8	385	99	96	bül 
103	10	Re5	D5	327	327	7	64	337	95	96	
104	8	Mi5	E5	336	336	1	64	48	95	96	
105	9	Re5	D5	327	327	1	16	192	99	96	pe
106	9	Do5	C5	318	318	1	16	192	95	96	
107	9	Do5	C5	318	318	3	16	577	99	96	rî
108	9	Si4b2	B4b1	312	313	1	16	192	99	96	
109	10	Si4b2	B4b1	312	313	7	64	337	99	96	
110	8	Do5	C5	318	318	1	64	48	99	96	
111	9	Si4b2	B4b1	312	313	1	16	192	99	96	
112	9	La4	A4	305	305	1	16	192	95	96	
113	7	La4	A4	305	305	3	8	1154	99	96	þan 
114	9	Sol4	G4	296	296	1	8	385	99	96	
115	9	Do5	C5	318	318	1	8	385	99	96	
116	9	Si4b2	B4b1	312	313	1	16	192	99	96	
117	9	La4	A4	305	305	1	16	192	99	96	
118	9	La4	A4	305	305	1	4	769	95	96	
119	1	Sol4	G4	296	296	1	16	192	95	96	SAZ
120	1	La4	A4	305	305	1	16	192	95	96	.
121	1	Si4b2	B4b1	312	313	1	16	192	95	96	.
122	1	Do5	C5	318	318	1	16	192	95	96	.
123	1	Re5	D5	327	327	1	8	385	95	96	.
124	9	Do5	C5	318	318	1	8	385	99	96	bað_
125	9	Si4b2	B4b1	312	313	1	8	385	95	96	
126	9	Do5	C5	318	318	1	8	385	95	96	ý 
127	9	Re5	D5	327	327	6	16	1154	99	96	zâ
128	9	Fa5	F5	340	340	1	8	385	95	96	
129	9	Mi5	E5	336	336	1	8	385	99	96	rýn 
130	9	Re5	D5	327	327	1	8	385	99	96	
131	9	Do5	C5	318	318	1	8	385	99	96	
132	9	Si4b2	B4b1	312	313	1	8	385	99	96	
133	9	La4	A4	305	305	3	8	1154	95	96	
134	9	Sol5	G5	349	349	1	8	385	99	96	þev
135	9	Fa5	F5	340	340	1	8	385	99	96	
136	9	Mi5	E5	336	336	1	8	385	99	96	
137	9	Mi5	E5	336	336	3	16	577	99	96	
138	9	Re5	D5	327	327	1	16	192	99	96	
139	10	Re5	D5	327	327	7	64	337	95	96	
140	8	Fa5	F5	340	340	1	64	48	95	96	
141	9	Mi5	E5	336	336	1	16	192	99	96	ki 
142	9	Re5	D5	327	327	1	16	192	95	96	
143	9	Re5	D5	327	327	4	8	1539	95	96	yok  
144	9	Mi5	E5	336	336	1	8	385	95	96	SAZ
145	9	Fa5	F5	340	340	1	16	192	95	96	.
146	9	Sol5	G5	349	349	1	16	192	95	96	.
147	9	Fa5	F5	340	340	1	16	192	95	96	.
148	9	Mi5	E5	336	336	1	16	192	95	96	.
149	9	Re5	D5	327	327	1	8	385	95	96	.
150	9	Mi5	E5	336	336	1	8	385	50	96	.
