Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	VelOn	Söz-1
1	9			-1	-1	1	4	556	100	0	
2	9	Mi5	E5	336	336	1	8	278	95	96	ARANAÐME
3	9	Re5#4	D5#4	331	331	1	8	278	95	96	.
4	11	Fa5	F5	340	340	1	8	278	95	96	.
5	11	Mi5	E5	336	336	1	8	278	95	96	.
6	11	Re5#4	D5#4	331	331	1	8	278	95	96	.
7	11	Do5	C5	318	318	1	8	278	95	96	.
8	11	Si4	B4	314	314	1	8	278	95	96	.
9	9	La4	A4	305	305	1	8	278	95	96	.
10	9	La4	A4	305	305	1	8	278	95	96	.
11	9	Si4	B4	314	314	1	8	278	95	96	.
12	9	Do5	C5	318	318	1	8	278	95	96	.
13	9	Re5#4	D5#4	331	331	1	8	278	95	96	.
14	9	Mi5	E5	336	336	1	8	278	95	96	.
15	9	Re5#4	D5#4	331	331	1	8	278	95	96	.
16	9	Fa5	F5	340	340	1	8	278	95	96	.
17	8	Fa5	F5	340	340	3	64	104	95	96	.
18	9	Mi5	E5	336	336	5	8	1389	95	96	.
19	9	Mi5	E5	336	336	1	8	278	95	96	.
20	9	Fa5	F5	340	340	1	8	278	95	96	.
21	9	Sol5#4	G#4	353	353	1	8	278	95	96	.
22	8	Si5	B5	367	367	1	64	35	95	96	.
23	9	La5	A5	358	358	1	8	278	95	96	.
24	9	Sol5#4	G#4	353	353	1	8	278	95	96	.
25	9	Fa5	F5	340	340	1	4	556	95	96	.
26	9	Mi5	E5	336	336	1	8	278	95	96	.
27	9	Mi5	E5	336	336	1	4	556	95	96	.
28	9	Si5	B5	367	367	1	8	278	50	96	.
29	9	La5	A5	358	358	1	8	278	50	96	.
30	9	Si5	B5	367	367	1	8	278	50	96	.
31	12	Sol5#4	G#4	353	353	2	16	278	95	96	.
32	9	Fa5	F5	340	340	1	8	278	95	96	.
33	9	Mi5	E5	336	336	5	8	1389	95	96	.
34	9	Mi5	E5	336	336	1	8	278	95	96	.
35	11	Fa5	F5	340	340	1	8	278	95	96	.
36	11	Mi5	E5	336	336	1	8	278	95	96	.
37	10	Re5	D5	327	327	7	64	243	95	96	.
38	8	Mi5	E5	336	336	1	64	35	95	96	.
39	9	Do5#3	C5#4	321	322	1	8	278	95	96	.
40	9	Re5	D5	327	327	3	16	417	95	96	.
41	1	Mi5	E5	336	336	1	16	139	95	96	.
42	1	Do5#3	C5#4	321	322	1	16	139	95	96	.
43	1	Mi5	E5	336	336	1	16	139	95	96	.
44	1	Re5	D5	327	327	1	16	139	95	96	.
45	1	Do5#3	C5#4	321	322	1	16	139	95	96	.
46	1	Si4	B4	314	314	1	16	139	95	96	.
47	1	La4	A4	305	305	1	16	139	95	96	.
48	9	Re5	D5	327	327	1	8	278	95	96	.
49	11	Mi5	E5	336	336	1	8	278	95	96	.
50	11	Re5	D5	327	327	1	8	278	95	96	.
51	11	Do5	C5	318	318	1	8	278	95	96	.
52	9	Si4	B4	314	314	1	8	278	95	96	.
53	9	Do5	C5	318	318	3	16	417	95	96	.
54	1	Re5	D5	327	327	1	16	139	95	96	.
55	1	Si4	B4	314	314	1	16	139	95	96	.
56	1	Re5	D5	327	327	1	16	139	95	96	.
57	1	Do5	C5	318	318	1	16	139	95	96	.
58	1	Si4	B4	314	314	1	16	139	95	96	.
59	1	La4	A4	305	305	1	16	139	95	96	.
