Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	VelOn	Söz-1
1	1	Sol5	G5	349	349	1	4	273	95	96	ARANAÐME
2	9	Fa5#3	F5#4	343	344	1	8	136	95	96	.
3	9	Sol5	G5	349	349	1	4	273	95	96	.
4	9	La5	A5	358	358	1	4	273	95	96	.
5	9	Fa5#3	F5#4	343	344	5	8	682	95	96	.
6	9	Mi5	E5	336	336	1	8	136	95	96	.
7	9	Fa5#3	F5#4	343	344	1	4	273	95	96	.
8	9	Sol5	G5	349	349	1	4	273	95	96	.
9	9	Mi5	E5	336	336	5	8	682	95	96	.
10	9	Re5	D5	327	327	1	8	136	95	96	.
11	9	Mi5	E5	336	336	1	4	273	95	96	.
12	9	Fa5	F5	340	340	1	4	273	95	96	.
13	9	Re5	D5	327	327	5	8	682	95	96	.
14	9	Mi5	E5	336	336	1	8	136	95	96	.
15	9	Re5	D5	327	327	1	8	136	95	96	.
16	9	Do5	C5	318	318	1	8	136	95	96	.
17	9	Re5	D5	327	327	1	8	136	95	96	.
18	9	Do5	C5	318	318	1	8	136	95	96	.
19	9	Re5	D5	327	327	5	8	682	95	96	.
20	9	Do5	C5	318	318	1	8	136	95	96	.
21	9	Re5	D5	327	327	1	4	273	95	96	.
22	9	Mi5	E5	336	336	1	4	273	95	96	.
23	9	Do5	C5	318	318	5	8	682	95	96	.
24	9	Si4b2	B4b1	312	313	1	8	136	95	96	.
25	9	Do5	C5	318	318	1	4	273	95	96	.
26	9	Re5	D5	327	327	1	4	273	95	96	.
27	9	Si4b2	B4b1	312	313	5	8	682	95	96	.
28	9	La4	A4	305	305	1	8	136	95	96	.
29	9	Si4b2	B4b1	312	313	1	4	273	95	96	.
30	9	Do5	C5	318	318	1	4	273	95	96	.
31	9	Si4b2	B4b1	312	313	1	4	273	95	96	.
32	9	La4	A4	305	305	1	8	136	95	96	.
33	9	La4	A4	305	305	1	4	273	95	96	.
34	9	La4	A4	305	305	1	8	136	95	96	.
35	9	La4	A4	305	305	1	4	273	95	96	.
36	9	La4	A4	305	305	1	4	273	95	96	.
37	1	Re5	D5	327	327	1	8	136	95	96	.
38	1	Mi5	E5	336	336	1	8	136	95	96	.
39	1	Fa5#3	F5#4	343	344	1	8	136	95	96	.
40	1	Sol5	G5	349	349	1	4	273	95	96	ARANAÐME
41	9	Fa5#3	F5#4	343	344	1	8	136	95	96	.
42	9	Sol5	G5	349	349	1	4	273	95	96	.
43	9	La5	A5	358	358	1	4	273	95	96	.
44	9	Fa5#3	F5#4	343	344	5	8	682	95	96	.
45	9	Mi5	E5	336	336	1	8	136	95	96	.
46	9	Fa5#3	F5#4	343	344	1	4	273	95	96	.
47	9	Sol5	G5	349	349	1	4	273	95	96	.
48	9	Mi5	E5	336	336	5	8	682	95	96	.
49	9	Re5	D5	327	327	1	8	136	95	96	.
50	9	Mi5	E5	336	336	1	4	273	95	96	.
51	9	Fa5	F5	340	340	1	4	273	95	96	.
52	9	Re5	D5	327	327	5	8	682	95	96	.
53	9	Mi5	E5	336	336	1	8	136	95	96	.
54	9	Re5	D5	327	327	1	8	136	95	96	.
55	9	Do5	C5	318	318	1	8	136	95	96	.
56	9	Re5	D5	327	327	1	8	136	95	96	.
57	9	Do5	C5	318	318	1	8	136	95	96	.
58	9	Re5	D5	327	327	5	8	682	95	96	.
59	9	Do5	C5	318	318	1	8	136	95	96	.
60	9	Re5	D5	327	327	1	4	273	95	96	.
61	9	Mi5	E5	336	336	1	4	273	95	96	.
62	9	Do5	C5	318	318	5	8	682	95	96	.
63	9	Si4b2	B4b1	312	313	1	8	136	95	96	.
64	9	Do5	C5	318	318	1	4	273	95	96	.
65	9	Re5	D5	327	327	1	4	273	95	96	.
66	9	Si4b2	B4b1	312	313	5	8	682	95	96	.
67	9	La4	A4	305	305	1	8	136	95	96	.
68	9	Si4b2	B4b1	312	313	1	4	273	95	96	.
69	9	Do5	C5	318	318	1	4	273	95	96	.
70	9	Si4b2	B4b1	312	313	1	4	273	95	96	.
71	9	La4	A4	305	305	1	8	136	95	96	.
72	9	La4	A4	305	305	1	4	273	95	96	.
73	9	La4	A4	305	305	1	8	136	95	96	.
74	9	La4	A4	305	305	1	4	273	95	96	.
75	9	La4	A4	305	305	1	4	273	95	96	.
76	1	Re5	D5	327	327	1	8	136	95	96	.
77	1	Mi5	E5	336	336	1	8	136	95	96	.
78	1	Fa5#3	F5#4	343	344	1	8	136	95	96	.
79	1	Sol5	G5	349	349	1	4	273	95	96	.
80	9	Fa5#3	F5#4	343	344	1	8	136	95	96	Dað
81	9	Sol5	G5	349	349	1	4	273	95	96	lar 
82	9	Sol5	G5	349	349	1	4	273	95	96	ba
83	9	Sol5	G5	349	349	1	4	273	99	96	þý 
84	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
85	9	Sol5	G5	349	349	1	8	136	99	96	o
86	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
87	9	Mi5	E5	336	336	1	8	136	99	96	lay
88	9	Fa5#3	F5#4	343	344	1	4	273	95	96	
89	9	Sol5	G5	349	349	1	8	136	99	96	dým  
90	9	Fa5#3	F5#4	343	344	1	8	136	99	96	
91	9	Sol5	G5	349	349	1	4	273	99	96	
92	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
93	9	Sol5	G5	349	349	1	4	273	99	96	Ça
94	9	Mi5	E5	336	336	1	8	136	95	96	
95	9	Mi5	E5	336	336	1	4	273	95	96	ðý
96	9	Re5	D5	327	327	1	4	273	95	96	ray
97	9	Mi5	E5	336	336	1	4	273	99	96	dým 
98	9	Re5	D5	327	327	1	8	136	95	96	
99	9	Mi5	E5	336	336	1	8	136	95	96	ça
100	10	Re5	D5	327	327	7	64	119	99	96	lay
101	8	Mi5	E5	336	336	1	64	17	99	96	
102	9	Do5	C5	318	318	3	8	409	95	96	
103	9	Re5	D5	327	327	1	8	136	99	96	dým  
104	9	Do5	C5	318	318	1	8	136	99	96	
105	9	Re5	D5	327	327	1	4	273	95	96	
106	1	Mi5	E5	336	336	1	16	68	95	96	SAZ
107	1	Fa5#3	F5#4	343	344	1	16	68	95	96	.
108	1	Sol5	G5	349	349	1	4	273	95	96	.
109	9	Fa5#3	F5#4	343	344	1	8	136	95	96	Dað
110	9	Sol5	G5	349	349	1	4	273	95	96	lar 
111	9	Sol5	G5	349	349	1	4	273	95	96	ba
112	9	Sol5	G5	349	349	1	4	273	99	96	þý 
113	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
114	9	Sol5	G5	349	349	1	8	136	99	96	o
115	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
116	9	Mi5	E5	336	336	1	8	136	99	96	lay
117	9	Fa5#3	F5#4	343	344	1	4	273	95	96	
118	9	Sol5	G5	349	349	1	8	136	99	96	dým  
119	9	Fa5#3	F5#4	343	344	1	8	136	99	96	
120	9	Sol5	G5	349	349	1	4	273	99	96	
121	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
122	9	Sol5	G5	349	349	1	4	273	99	96	Ça
123	9	Mi5	E5	336	336	1	8	136	95	96	
124	9	Mi5	E5	336	336	1	4	273	95	96	ðý
125	9	Re5	D5	327	327	1	4	273	95	96	ray
126	9	Mi5	E5	336	336	1	4	273	99	96	dým 
127	9	Re5	D5	327	327	1	8	136	95	96	
128	9	Mi5	E5	336	336	1	8	136	95	96	ça
129	10	Re5	D5	327	327	7	64	119	99	96	lay
130	8	Mi5	E5	336	336	1	64	17	99	96	
131	9	Do5	C5	318	318	3	8	409	95	96	
132	9	Re5	D5	327	327	1	8	136	99	96	dým  
133	9	Do5	C5	318	318	1	8	136	99	96	
134	9	Re5	D5	327	327	1	4	273	95	96	
135	1	Mi5	E5	336	336	1	16	68	95	96	SAZ
136	1	Fa5#3	F5#4	343	344	1	16	68	95	96	.
137	1	Sol5	G5	349	349	1	4	273	95	96	.
138	9	Sol5	G5	349	349	1	8	136	95	96	O 
139	9	Sol5	G5	349	349	1	8	136	99	96	yâr 
140	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
141	9	Sol5	G5	349	349	1	8	136	99	96	bur
142	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
143	9	Sol5	G5	349	349	1	4	273	99	96	dan 
144	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
145	9	Sol5	G5	349	349	1	8	136	99	96	ge
146	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
147	9	Mi5	E5	336	336	1	8	136	99	96	den
148	9	Fa5#3	F5#4	343	344	1	4	273	95	96	
149	9	Sol5	G5	349	349	1	8	136	99	96	de  
150	9	Fa5#3	F5#4	343	344	1	8	136	99	96	
151	9	Sol5	G5	349	349	1	4	273	99	96	
152	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
153	9	Sol5	G5	349	349	1	4	273	99	96	Kol 
154	9	Mi5	E5	336	336	1	8	136	95	96	
155	9	Mi5	E5	336	336	1	4	273	95	96	boy
156	9	Re5	D5	327	327	1	4	273	95	96	nu
157	9	Mi5	E5	336	336	1	4	273	99	96	na 
158	9	Re5	D5	327	327	1	8	136	95	96	
159	9	Mi5	E5	336	336	1	8	136	99	96	a
160	10	Re5	D5	327	327	7	64	119	99	96	
161	8	Mi5	E5	336	336	1	64	17	99	96	
162	9	Do5	C5	318	318	1	8	136	95	96	
163	9	Do5	C5	318	318	1	4	273	95	96	tay
164	9	Re5	D5	327	327	1	8	136	99	96	dým  
165	9	Do5	C5	318	318	1	8	136	99	96	
166	9	Re5	D5	327	327	3	8	409	95	96	
167	1	Sol5	G5	349	349	1	4	273	95	96	.
168	9	Sol5	G5	349	349	1	8	136	95	96	O 
169	9	Sol5	G5	349	349	1	8	136	99	96	yâr 
170	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
171	9	Sol5	G5	349	349	1	8	136	99	96	bur
172	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
173	9	Sol5	G5	349	349	1	4	273	99	96	dan 
174	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
175	9	Sol5	G5	349	349	1	8	136	99	96	ge
176	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
177	9	Mi5	E5	336	336	1	8	136	99	96	den
178	9	Fa5#3	F5#4	343	344	1	4	273	95	96	
179	9	Sol5	G5	349	349	1	8	136	99	96	de  
180	9	Fa5#3	F5#4	343	344	1	8	136	99	96	
181	9	Sol5	G5	349	349	1	4	273	99	96	
182	9	Fa5#3	F5#4	343	344	1	8	136	95	96	
183	9	Sol5	G5	349	349	1	4	273	99	96	Kol 
184	9	Mi5	E5	336	336	1	8	136	95	96	
185	9	Mi5	E5	336	336	1	4	273	95	96	boy
186	9	Re5	D5	327	327	1	4	273	95	96	nu
187	9	Mi5	E5	336	336	1	4	273	99	96	na 
188	9	Re5	D5	327	327	1	8	136	95	96	
189	9	Mi5	E5	336	336	1	8	136	99	96	a
190	10	Re5	D5	327	327	7	64	119	99	96	
191	8	Mi5	E5	336	336	1	64	17	99	96	
192	9	Do5	C5	318	318	1	8	136	95	96	
193	9	Do5	C5	318	318	1	4	273	95	96	tay
194	9	Re5	D5	327	327	1	8	136	99	96	dým  
195	9	Do5	C5	318	318	1	8	136	99	96	
196	9	Re5	D5	327	327	5	8	682	95	96	
197	9	Do5	C5	318	318	1	8	136	95	96	Dað
198	9	Re5	D5	327	327	1	4	273	95	96	lar 
199	9	Mi5	E5	336	336	1	4	273	95	96	dað
200	9	Mi5	E5	336	336	1	4	273	99	96	lar 
201	9	Re5	D5	327	327	1	8	136	95	96	
202	9	Re5	D5	327	327	1	4	273	95	96	yâr 
203	8	Fa5#3	F5#4	343	344	1	64	17	95	96	
204	9	Sol5	G5	349	349	1	8	136	95	96	ya
205	9	Sol5	G5	349	349	1	8	136	99	96	man 
206	9	Mi5	E5	336	336	1	8	136	95	96	
207	9	Mi5	E5	336	336	1	8	136	99	96	dað
208	9	Re5	D5	327	327	1	8	136	95	96	
209	9	Mi5	E5	336	336	1	8	136	99	96	lar  
210	9	Re5	D5	327	327	1	8	136	99	96	
211	9	Do5	C5	318	318	3	8	409	95	96	
212	9	Do5	C5	318	318	1	8	136	95	96	Dað
213	9	Re5	D5	327	327	1	4	273	95	96	lar 
214	9	Mi5	E5	336	336	1	4	273	95	96	dað
215	9	Mi5	E5	336	336	1	4	273	99	96	lar 
216	9	Re5	D5	327	327	1	8	136	95	96	
217	9	Re5	D5	327	327	1	4	273	95	96	yâr 
218	8	Fa5#3	F5#4	343	344	1	64	17	95	96	
219	9	Sol5	G5	349	349	1	8	136	95	96	ya
220	9	Sol5	G5	349	349	1	8	136	99	96	man 
221	9	Mi5	E5	336	336	1	8	136	95	96	
222	9	Mi5	E5	336	336	1	8	136	99	96	dað
223	9	Re5	D5	327	327	1	8	136	95	96	
224	9	Mi5	E5	336	336	1	8	136	99	96	lar  
225	9	Re5	D5	327	327	1	8	136	99	96	
226	9	Do5	C5	318	318	3	8	409	95	96	
227	9	Si4b2	B4b1	312	313	1	8	136	95	96	Gö
228	9	Do5	C5	318	318	1	8	136	99	96	zel 
229	9	Si4b2	B4b1	312	313	1	8	136	95	96	
230	9	Do5	C5	318	318	1	8	136	99	96	yar_
231	9	Si4b2	B4b1	312	313	1	8	136	95	96	
232	9	Re5	D5	327	327	1	4	273	99	96	iy
233	9	Si4b2	B4b1	312	313	1	8	136	95	96	
234	9	Si4b2	B4b1	312	313	1	8	136	99	96	çin_
235	9	La4	A4	305	305	1	8	136	95	96	
236	9	La4	A4	305	305	3	8	409	95	96	að
237	9	La4	A4	305	305	1	4	273	95	96	lar  
238	1	La4	A4	305	305	1	8	136	95	96	SAZ
239	1	Do5	C5	318	318	1	8	136	95	96	.
240	1	Re5	D5	327	327	1	8	136	95	96	.
241	1	Mi5	E5	336	336	1	4	273	95	96	.
242	9	Do5	C5	318	318	1	8	136	95	96	Dað
243	9	Re5	D5	327	327	1	4	273	95	96	lar 
244	9	Mi5	E5	336	336	1	4	273	95	96	dað
245	9	Mi5	E5	336	336	1	4	273	99	96	lar 
246	9	Re5	D5	327	327	1	8	136	95	96	
247	9	Re5	D5	327	327	1	4	273	95	96	yâr 
248	8	Fa5#3	F5#4	343	344	1	64	17	95	96	
249	9	Sol5	G5	349	349	1	8	136	95	96	ya
250	9	Sol5	G5	349	349	1	8	136	99	96	man 
251	9	Mi5	E5	336	336	1	8	136	95	96	
252	9	Mi5	E5	336	336	1	8	136	99	96	dað
253	9	Re5	D5	327	327	1	8	136	95	96	
254	9	Mi5	E5	336	336	1	8	136	99	96	lar  
