Sýra	Kod	Nota53	NotaAE	Koma53	KomaAE	Pay	Payda	Ms	LNS	VelOn	Söz-1
1	1	Re5	D5	327	327	1	4	625	95	96	.
2	9	Do5	C5	318	318	1	8	312	95	96	Be
3	9	Re5	D5	327	327	1	4	625	95	96	nim 
4	7	Re5	D5	327	327	2	8	625	99	96	yâ
5	9	Mi5b4	E5b4	332	332	1	4	625	99	96	
6	9	Sol5	G5	349	349	1	8	312	95	96	
7	8	Sol5	G5	349	349	1	32	78	95	96	
8	9	Fa5#4	F5#4	344	344	1	4	625	99	96	rem 
9	9	Mi5b4	E5b4	332	332	1	8	312	95	96	
10	9	Mi5b4	E5b4	332	332	1	8	312	99	96	gi
11	9	Re5	D5	327	327	1	8	312	95	96	
12	9	Re5	D5	327	327	1	8	312	99	96	bi 
13	9	Do5	C5	318	318	1	8	312	95	96	
14	10	Re5	D5	327	327	7	64	273	99	96	yâ
15	8	Mi5b4	E5b4	332	332	1	64	39	99	96	
16	10	Do5	C5	318	318	7	64	273	99	96	
17	8	Re5	D5	327	327	1	64	39	99	96	
18	9	Si4b1	B4b1	313	313	1	8	312	95	96	
19	9	Si4b1	B4b1	313	313	7	8	2187	95	96	re 
20	9	Si4b1	B4b1	313	313	1	8	312	50	96	SAZ
21	9	Do5	C5	318	318	1	8	312	50	96	.
22	9	Re5	D5	327	327	1	8	312	50	96	.
23	9	Mi5b4	E5b4	332	332	1	4	625	95	96	.
24	9	Re5	D5	327	327	1	8	312	99	108	ah 
25	9	Mi5b4	E5b4	332	332	1	4	625	99	100	
26	9	Mi5b4	E5b4	332	332	1	4	625	99	93	
27	9	Re5	D5	327	327	1	4	625	99	86	
28	9	Do5#4	C5#4	322	322	1	8	312	95	78	
29	9	Re5	D5	327	327	1	4	625	99	96	ah 
30	9	Mi5b4	E5b4	332	332	1	8	312	99	96	
31	9	Fa5#4	F5#4	344	344	1	4	625	95	96	
32	9	Sol5	G5	349	349	1	4	625	95	96	bu
33	9	Fa5#4	F5#4	344	344	1	8	312	99	96	lun
34	9	Mi5b4	E5b4	332	332	1	8	312	99	96	
35	9	Re5	D5	327	327	1	8	312	95	96	
36	9	Re5	D5	327	327	1	4	625	95	96	maz  
37	9	Mi5b4	E5b4	332	332	1	8	312	95	96	SAZ
38	9	Re5	D5	327	327	1	8	312	95	96	.
39	9	Do5	C5	318	318	1	8	312	95	96	.
40	9	Si4b1	B4b1	313	313	1	8	312	95	96	.
41	9	La4b4	A4b4	301	301	1	8	312	95	96	.
42	9	Sol4	G4	296	296	3	16	469	95	96	.
43	9	Do5	C5	318	318	1	16	156	95	96	.
44	9	Si4b1	B4b1	313	313	1	16	156	95	96	.
45	9	Do5	C5	318	318	1	16	156	95	96	.
46	1	Re5	D5	327	327	1	4	625	95	96	.
47	9	Do5	C5	318	318	1	8	312	95	96	Be
48	9	Re5	D5	327	327	1	4	625	95	96	nim 
49	7	Re5	D5	327	327	2	8	625	99	96	yâ
50	9	Mi5b4	E5b4	332	332	1	4	625	99	96	
51	9	Sol5	G5	349	349	1	8	312	95	96	
52	8	Sol5	G5	349	349	1	32	78	95	96	
53	9	Fa5#4	F5#4	344	344	1	4	625	99	96	rem 
54	9	Mi5b4	E5b4	332	332	1	8	312	95	96	
55	9	Mi5b4	E5b4	332	332	1	8	312	99	96	gi
56	9	Re5	D5	327	327	1	8	312	95	96	
57	9	Re5	D5	327	327	1	8	312	99	96	bi 
58	9	Do5	C5	318	318	1	8	312	95	96	
59	10	Re5	D5	327	327	7	64	273	99	96	yâ
60	8	Mi5b4	E5b4	332	332	1	64	39	99	96	
61	10	Do5	C5	318	318	7	64	273	99	96	
62	8	Re5	D5	327	327	1	64	39	99	96	
63	9	Si4b1	B4b1	313	313	1	8	312	95	96	
64	9	Si4b1	B4b1	313	313	7	8	2187	95	96	re 
65	9	Si4b1	B4b1	313	313	1	8	312	50	96	SAZ
66	9	Do5	C5	318	318	1	8	312	50	96	.
67	9	Re5	D5	327	327	1	8	312	50	96	.
68	9	Mi5b4	E5b4	332	332	1	4	625	95	96	.
69	9	Re5	D5	327	327	1	8	312	99	108	ah 
70	9	Mi5b4	E5b4	332	332	1	4	625	99	100	
71	9	Mi5b4	E5b4	332	332	1	4	625	99	93	
72	9	Re5	D5	327	327	1	4	625	99	86	
73	9	Do5#4	C5#4	322	322	1	8	312	95	78	
74	9	Re5	D5	327	327	1	4	625	99	96	ah 
75	9	Mi5b4	E5b4	332	332	1	8	312	99	96	
76	9	Fa5#4	F5#4	344	344	1	4	625	95	96	
77	9	Sol5	G5	349	349	1	4	625	95	96	bu
78	9	Fa5#4	F5#4	344	344	1	8	312	99	96	lun
79	9	Mi5b4	E5b4	332	332	1	8	312	99	96	
80	9	Re5	D5	327	327	1	8	312	95	96	
81	9	Re5	D5	327	327	1	4	625	95	96	maz  
82	9	Mi5b4	E5b4	332	332	1	8	312	95	96	SAZ
83	9	Re5	D5	327	327	1	8	312	95	96	.
84	9	Do5	C5	318	318	1	8	312	95	96	.
85	9	Si4b1	B4b1	313	313	1	8	312	95	96	.
86	9	Do5	C5	318	318	1	8	312	95	96	.
87	9	Re5	D5	327	327	1	8	312	95	96	.
